"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"339","Green Collection .","0228463019","","Shop no.85, bldg no.43, evershine milinium paradise, thakur village, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","1500","","Mr. Dinesh Patel .","9892575496","Mr. Suresh","9930571327",
"340","Rani gift palace","22450672","","No.148,karuneegar street, Adambakkam Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","400","","Hariprasad","9940170808","Hariprasad","9940170808",
"341","Toy Mart","","","Saloon lane bistupur market near kwality","22.7960784","86.1831773","Jhamshedpur - City","0000-00-00","0","","","","Zahib","9709218995",
"342","PLANET TOYS","4018773","jsgplanettoys@gmail.com","Ug-2 anshal plaza mall palam Vihar,gurgaon","0","0","Gurgaon - 2","0000-00-00","500","","Mr.Akash kapoor","9810658522","Mr.praveen","8750959538",
"343","The Little Ones","23515138","thelittleones2006@yahoo.com","G2&3 Bavaria complex, 12, new bel road, bangalore","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1981-12-25","2500","","Sudheesh","8792999329","parameshwari","8792999326",
"344","Toy World","","","Shop44/45, Jawahar Market bistupur","22.7960784","86.1831773","Jhamshedpur - City","0000-00-00","0","","","","Anwar Ali(Govinda)","9835314151",
"345","KIDS & MORE","","kamal2725.kk@gmail.com","3, near Park view regency opp.hotel palm tree palam vihar","0","0","Gurgaon - 2","1975-01-01","1000","","Mr.Kamal Rawat","8860992725","Mr.Subhash","8860282495",
"346","Wasava singhs","2321907","","28,kamani centre bistupur,","22.7960784","86.1831773","Jhamshedpur - City","0000-00-00","0","","","","mukhtya singh","9431111680",
"347","Nice Collection .","02228540657","","Anant apt, shop no.11/12, thakur complex, western highway, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","550","","Mr. Lalji Patel.","9819922756","Mr. Hanuman .","9699229346",
"348","Fancy Art Jewellery","","","Kamani centre bistupur","22.7960784","86.1831773","Jhamshedpur - City","0000-00-00","0","","","","dilip kumar","9431330632",
"349","D.m megani","","","Bistupur main road","22.7960784","86.1831773","Jhamshedpur - City","0000-00-00","0","","","","P,c magani","9431303192",
"350","Prince Collection.","02228549289","","Bldg no. 8, shop no. 70, saraf chaudhari Nagar, police society, thakur complex, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","350","","G.P.Patel.","","Mr. Ramesh Patel.","9820043036",
"351","Feelings","","","20-21, Pratap tower, j road, bistupur","22.7983306","86.1843784","Jhamshedpur - City","0000-00-00","0","","","","Avind shah","9431300279",
"352","FirstCry.com","6556650","firstcry.jsr@gmail.com","1st floor,Narbheram chambers bistupur main road jamshedpur","22.7961332","86.1839651","Jhamshedpur - City","0000-00-00","0","","","","Amar","7870595608",
"354","Demo","demo","demo@democ.om","kjkdemo@dmoe.com","19.0725513","72.89971109999999","","9999-09-09","9","","kj","k","jk","j",
"355","Android","navajk","","jh","19.0723812","72.89999809999999","","1111-01-11","0","","jh","kj","kj","hk",
"356","Android99","99","","99jh","19.0723812","72.89999809999999","","0099-09-09","111","","9","9","9","99",
"357","hjkhkjhjkh","kj","hk2kjklj@dkjk.com","jhjh","19.0723937","72.8999891","BANDRA EAST","1999-09-09","9","","kjhkj","hk","hk","jh",
"358","test","25252","pravin@toy-kraft.com","Hysyshs hsyshsh","19.0639219","72.9138746","BANDRA EAST","0000-00-00","0","","","","pravin","9967836158",
"359","shri satguru","-------------","","G1/2 kapil towers opp aviskar complex old padra road vadodara","0","0","Baroda - City","0000-00-00","900","","chagun","9427075771","chagun","9427075771",
"360","yaksh","3082800","","G/9 silver oak complex Dakota stadium road vadodara","0","0","Baroda - City","0000-00-00","600","","milant","9825717273","mickey","9825717273",
"361","yaksh the kids corner","3054759","","11,meghdhanoosh, uti building near bird circle baroda","0","0","Baroda - City","0000-00-00","800","","kaka","9375945708","kaka","9375945708",
"362","for u","2794181","umeshudwani@yahoo.co.in","Opp SBI bank fatehgunj main road baroda","0","0","Baroda - City","0000-00-00","1200","","umesh","9824039121","sanjay","9824167911",
"363","sachira collection","2331255","tenilshah@gmail.com","3-4 kailash appt nr iscon temple gotri road baroda","0","0","Baroda - City","0000-00-00","1000","","tenil","8866325416","tenil","8866325416",
"364","toy world","-----------","","Gf 26, kalpvrux complex opp geb sub station gotri main road baroda","0","0","Baroda - City","0000-00-00","500","","purvi","9137488506","purvi","9137488506",
"365","pinky gifts","2414997","","Adhyaruni pole near bhole class sultanpura baroda","0","0","Baroda - City","0000-00-00","600","","naresh","9825452074","naresh","9825452074",
"366","maitri super store","2356504","","18 ashwamegh 2 samrajya Dakota munjmahda road baroda","0","0","Baroda - City","0000-00-00","500","","sandip","---------","sandip","--------",
"367","the shope","9924840909","","Opp Knox theatre","0","0","Baroda - City","0000-00-00","5000","","nishit","9924840909","dipen","9924840909",
"368","toy town","---------","","Windsor plaza alkapuri baroda","0","0","Baroda - City","0000-00-00","700","","sandip","9924264003","sandip","9924264003",
"369","asmi enterprise","----------","","Baroda","0","0","Baroda - City","0000-00-00","800","","neha","9909026843","neha","9909026843",
"370","Adam & Eve","01202501681","","B 19 first floor centre market","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","50","","","","Mr sunil","08130753212",
"371","vikram sports gallery","","vikramsports2013@gmail.com","Kumar complex gejha road bhangel noida","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","1000","","","","Mr. ravi chauhan","09811955212",
"372","Bindal gallery","01204131162","","A 26 sec 110 noida face 2","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","150","","","","Mr Asish","09213788002",
"373","children gallery","","","Shop no 1 community centre kendriya Bihar sec 82 noida","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","100","","","","Mr sameer","09899467722",
"374","Shakti Stores.","02226672541","shaktistores@hotmail.com","Kheru Misha manzil , vakola pipe line, Nehru road, santacruz (e), Mumbai.","0","0","Santacruz- East West","0000-00-00","250","","Mr. Shamjibhai chhadva.","","Mr. vijay bhai.","9820496295",
"375","Honesty stores.","02226662906","honestystores2906@gmail.com","Shop no 5, 179,Kalina kurla Road, santacruz east ,Mumbai","0","0","Santacruz- East West","2014-10-11","520","","Mr.sachin shah","09821370707","Mr. mukesh n gopal","09920626055,09930908347",
"376","Baby Lou","42148812","chabriamanu@gmail.com","114,lu church road, mylapore, chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","500","","Manu chabria","9840057151","Sathish","7708756387",
"377","Reliable Stores .","02226664796","dhiren.gala@ymail.com","179/A, Bandekar arcade, shop no. 2, kalina , santacruz (e), Mumbai.","0","0","Santacruz- East West","0000-00-00","525","","Mr. Amarshi gala.","","Mr. Dhiren gala.","9819063342",
"378","Mikkis","65001587","","10/B,shibdas Bhaduri street pariapukar, shyambazar,Kolkata","22.5988489","88.3738266","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","Shubir Ghosh","09804811042",
"380","Hari Agencies","24642368","hariagencies@gmail.com","239,kutchery road mylapore, Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","300","","P.Hari","9840041499","P.Hari","9840041499",
"381","Winco","25554670","","181/8 A.P.C. road kolkata","22.5988489","88.3738266","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","biswajit","9830158007",
"382","The Big Shop","25301253","","158A/1, bidhan Sarani kolkata","22.593808","88.3713396","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","mani","9038268384",
"383","pebbles","42112737","","No 19 conran smith road Gopalapuram Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","400","","mahesh","9381044798","mahesh","9381044798",
"384","Stupti","","","Cf/120 Saltlake near swimming pool","22.5933229","88.4152455","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Ajay","8820860767",
"385","sensations","23286306","sunilpunjabi36@yahoo.in","322, 8th Main, 3rd stage, has age shear an agar, Bangalore.","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","1972-04-12","1000","","Sunil Punjabi","9845896669","mala","9845896669",
"386","Gift House","","","CF 205 Saltlake sector 1 Kolkata","22.5940272","88.4188485","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Minto","7278369395",
"387","Saturn Decoration","24334213","amey.mohire@gmail.com","376/c, shop no. 9,  ranade road, radar (w),  Mumbai.","19.0203307","72.8425019","DADAR WEST","1985-10-11","300","","Amey","9833887123","Amey","7738224446",
"388","Rajesh Fancy stores","28193514","","Shop no 128,203, fountain plaza pantheon road Egmore Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","300","","Ashok","9840043672","Ashok","9840043672",
"389","Hunky dory","42857602","","241-C,kilpauk garden Road, kilpauk, Chennai","0","0","PURASIWALKAAM/ KILPAUK/ KELLYS/ DOVETON/ PERAMBUR/ PARYS CORNER/ VILLIVAKKAM /KULUTHUR","0000-00-00","400","","Ajit","9444464337","Abdul","9566073797",
"390","Dadar Novelty","24221113","vijaydedhia1234@gmail.com","Popatlal nivas, ranade road, radar(w), Mumbai.","19.0209196","72.8395807","DADAR WEST","1982-09-30","300","","Sachin Gala","9819333586","vijay","9967913989",
"391","Book and CDs Softy","32931651","","AE.350,Saltlake city sector_1, Kwality kolkata","22.5975695","88.4138529","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","vanit","9230256398",
"392","Toy Globe","66773555","","Anand Thwarted,S P Road,sec-bad,","17.4426883","78.4823566","General Bazaar/ Station","0000-00-00","1500","","Deepesh Doshi,Hitesh Sanghvi","8121819849,9246584668","Giri","9951409781",
"393","Laxmi Stores","24229503","gaurav.gdgd59@gmail.com","5, Popatlal nivas, ranade road, radar(w), Mumbai.","19.0217077","72.8381031","DADAR WEST","1970-05-07","300","","Vikas","9167028419","gaurav","9167028419",
"394","Pragya Enterprise","23378556","","AE 323 Saltlake city sector 1 kolkata","22.5967806","88.4119767","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Pradip","9163958247",
"395","Mirror","25747809","","271 /283 bangau Avenue B block kolkata","22.6080561","88.4105395","Shyam Bazaar/ Podiya Pukur/ Kakurgachi/ Lake Town/ Baguwadi","0000-00-00","0","","","","A.k.shah","9831273009",
"396","Chintan","chintan","chintan@wohlig.com","jh","19.072311199999998","72.90002989999999","","0000-00-00","0","","j","h","h","jh",
"397","maya sports","01123320639","","Shop no 1 new janpath market janpath bhawan new delhi","0","0","Central Delhi / Cannaught Place","0000-00-00","250","","","","Mr sorabh","01123320639",
"398","Raam chandra & sons","01123412065","","D 1 odeon cinema building Connaught place","0","0","Central Delhi / Cannaught Place","0000-00-00","250","","","","Ram chander ji","01123416276",
"399","Giggles pvt ltd","01132036522","giggles.del@gmail.com","E 24 Connaught place new Delhi","0","0","Central Delhi / Cannaught Place","0000-00-00","350","","","","Mr Gorav","01123412259",
"400","Nath & company","01123320273","nathandco1927@gmail.com","A 15 Connaught place","0","0","Central Delhi / Cannaught Place","0000-00-00","1000","","","","Mr gulati","09810298098",
"401","vanitha toy zone","23351101","toyzone.bng@gmail.com","117, 8th main, mc layout, vijayanagar, Bangalore.","0","0","Vijayanagar/ Chandra Layout/ Basaveshwarnagar/ Nagarbhavi/","1973-11-11","600","","vanitha","9449024414","vanitha","9449024414",
"402","manpasand","3001460","","Shantiniketan, opp takhteshwar fly station.","0","0","Bhavnagar City","0000-00-00","800","","ketan","9377365201","ketan","9377365201",
"403","pink panther","43595544","pinkpanther_pawa@yahoo.in","Old no:202, new no.4/2, north usman road, t Hager Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","800","","Sheik mohamed","9566216961","Hanifa","9566216961",
"404","Shri Mahalaxmi","9404774999","gauri.k04@gmail.com","24,25,26, Parasmani, k..C. Jain Hagar, maruti mandir, ratnagiri, (Maharashtra).","0","0","Ratnagiri","1979-09-04","2000","","Gauri","9404764999","Nitin","9403504999",
"405","Broad way","64616186,87","traditions@rediffmail.com","8-2-5779,Road No.9,Banjara Hills Hyd","17.4185983","78.44353","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","800","","Arun Kumar","9849666080","zaffer","9030016578",
"406","part Needs","23543555","","8-2-270.,Road No.3,Banjara Hills,Hyd","17.426895","78.4375616","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","1968-09-16","500","","Rajesh Mankani","23543555","Rajesh Manikani","9849025545",
"407","shopping Garden","25237280","shoppinggarden8@gmail.com","1&2, impana complex, basavanagar main road, Bangalore.","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","700","","ashraf","9916764400","shoukath","850425096",
"408","Angels","4210875","reachangels@hotmail.com","No.A.c-15 Block,2nd avenue, blue star, annanager, Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","400","","Abishake","9884410351","Jainmudhin","9884410351",
"409","Child junction","012043311335","","F 15 sec  18 noida","0","0","Noida - 38A, 18, 27","0000-00-00","600","","","","Mr shanker","09911368807",
"410","sunrise Super Market","25346999","","54/1, kaggadaspur main road, vignan nagar","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","1970-10-13","1250","","usman","9480866299","salim","9739946213",
"411","Little Star Toys","42155076","littlestartoys@gmail.com","3, kaggadaspura main road, C.V.Raman Hagar, Bangalore.","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","400","","Sushil k verma","9986491167","malathi","9986491167",
"412","Toy N More","64620010","manish@totnmore.co.in","1-263A,Rajeev Nagar,opp,Allahabad Bank ,Gachibowli.Hyd","0","0","HiTech City / Gacchgolli / Kondapur","1974-03-28","1500","","Manish","9885000010","Ashiem","988500010",
"413","Little Boss","41529768","","34, kagadaspura main road, c v Raman nagar , bangalore","0","0","Kaggadaspura/ Marathalli/ Whitefield/ Varthur","0000-00-00","800","","Naushad","9008312678","Abdul Rahman","9740330986",
"414","toybox","26463042","","Karishma complex gf-2 stadium panch rasta c g road ahmedabad","0","0","CG Road/ Ashram Rd.","0000-00-00","800","","juned","9925549656","juned","9925549656",
"415","kavita toys","26461048","tapan_25@yahoo.com","46/47 navrangpurs municipal market c g Road ahmedabad","0","0","CG Road/ Ashram Rd.","0000-00-00","1000","","arvind","9825065270","tapan","9825065270",
"416","Alanker","26633133","alankermx@yahoo.co.in","108D,petit palace annanager east, chinthamani, Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","300","","Goutham jain","805128753","Surndar","8015128753",
"417","shrinathtoys","26403157","","43, municipal marhet c g road ahmedabad","0","0","CG Road/ Ashram Rd.","0000-00-00","500","","kirit","9429440851","kirit","9429440851",
"418","a r book teasure","26563020","","Navneet plaza near municipal market c g road ahmedabad","0","0","CG Road/ Ashram Rd.","0000-00-00","800","","rajnibhai","9712875777","rajnibhai","9712875777",
"419","new candle","9824045327","newcandle5756@yahoo.com","7 chunilal chambers opp t g b cafe ishwar bhuvan road navrangpura ahmedabad","0","0","CG Road/ Ashram Rd.","0000-00-00","1200","","bhurabhai","9879555756","bhura  hai","9879555756",
"420","Ratnadeep Super Markrt","","","Kondapur","17.4561683","78.36614","HiTech City / Gacchgolli / Kondapur","0000-00-00","500","","Manish","9246372463","Mamtha","9248445504",
"421","Singappore Perambur","42779033","shoppingsingappore@gmail.com","#149/65,M.h.road,(0pp.rbccc school) Perambur, Chennai","0","0","PURASIWALKAAM/ KILPAUK/ KELLYS/ DOVETON/ PERAMBUR/ PARYS CORNER/ VILLIVAKKAM /KULUTHUR","0000-00-00","400","","Rajiv","9443955466","Ajath ali","7200016584",
"422","sujana Super market","64519911","","1-621,Kothaguda x Road Hyd","0","0","HiTech City / Gacchgolli / Kondapur","0000-00-00","1000","","Kutubarao","9390181790","Kutuba Rao","939018787",
"423","Laxmi Sports & Toys.","02265273259","info@laxmitoys.com","Shop no. 5, sheetal apt, ajanta talkies lane, l.T. road, borivali (w), Mumbai.","0","0","Borivali - East & West","0000-00-00","750","","Mr Raju bhai.","","Mr. Raju","9221709038",
"424","Baazar Style Retail pvt ltd","68888251","","103/23 foreshore road shibpur Howrah -","22.5755716","88.353467","Howrah/ Chandannagar/ Chirchura/ Kacharapada","0000-00-00","0","","","","Sandip","9874562909",
"425","Shopping Singapore (Medavakkam)","","singappore1998@gmail.com","10/77,velachery main road, Medavakkam Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","500","","Rajiv","9443955466","Rajiv","9443955466",
"426","kids junction","012004358081","anana.khubani@yahoo.co.in","Shop no 2 Indra market sec 27 noda","0","0","Noida - 38A, 18, 27","0000-00-00","250","","","","Mr karan","09811173030",
"427","toy planet","01204329906","musicplanet.noida@gmail.com","Indra market sec 27noida","0","0","Noida - 38A, 18, 27","0000-00-00","250","","","","Mr sanju","01204219962",
"428","gopal the party shop","","","Indra market sec 27 noida","0","0","Noida - 38A, 18, 27","0000-00-00","350","","","","Agrawal sahab","09811618742",
"429","gopal all in one","01204225863","shubham9540008343@gmail.com","Indra market sec 27 noida","0","0","Noida - 38A, 18, 27","0000-00-00","100","","","","Mr paras","09990117723",
